!CSV A.01.01
!Keysight Technologies,P5004B,MY61400324,A.19.30.21
!Date: Thursday, November 06, 2025 15:38:14
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(DB),S11(DEG),S11(DB),S11(DEG)
6628497399.0407,-0.64576292,-108.56173,-0.64576292,-108.56173
6628523139.3447,-0.65385765,-108.67231,-0.65385765,-108.67231
6628548879.6487,-0.65169698,-108.79148,-0.65169698,-108.79148
6628574619.9527,-0.6551882,-108.92479,-0.6551882,-108.92479
6628600360.2567,-0.65822226,-109.01224,-0.65822226,-109.01224
6628626100.5607,-0.65577638,-109.15183,-0.65577638,-109.15183
6628651840.8647,-0.65423983,-109.26382,-0.65423983,-109.26382
6628677581.1687,-0.65763974,-109.43941,-0.65763974,-109.43941
6628703321.4727,-0.66241515,-109.5562,-0.66241515,-109.5562
6628729061.7767,-0.66203862,-109.67599,-0.66203862,-109.67599
6628754802.0808,-0.66491783,-109.8258,-0.66491783,-109.8258
6628780542.3848,-0.66397035,-109.92648,-0.66397035,-109.92648
6628806282.6888,-0.66307461,-110.05099,-0.66307461,-110.05099
6628832022.9928,-0.67025435,-110.18031,-0.67025435,-110.18031
6628857763.2968,-0.67589015,-110.28474,-0.67589015,-110.28474
6628883503.6008,-0.67073375,-110.44016,-0.67073375,-110.44016
6628909243.9048,-0.67066908,-110.55099,-0.67066908,-110.55099
6628934984.2088,-0.68130559,-110.70255,-0.68130559,-110.70255
6628960724.5128,-0.67434549,-110.82451,-0.67434549,-110.82451
6628986464.8168,-0.67837608,-110.96491,-0.67837608,-110.96491
6629012205.1208,-0.67311698,-111.05116,-0.67311698,-111.05116
6629037945.4248,-0.67133647,-111.22382,-0.67133647,-111.22382
6629063685.7288,-0.67792886,-111.30761,-0.67792886,-111.30761
6629089426.0328,-0.68090039,-111.51858,-0.68090039,-111.51858
6629115166.3368,-0.69229847,-111.57913,-0.69229847,-111.57913
6629140906.6408,-0.69042325,-111.73174,-0.69042325,-111.73174
6629166646.9448,-0.69244635,-111.84579,-0.69244635,-111.84579
6629192387.2488,-0.68711072,-111.98386,-0.68711072,-111.98386
6629218127.5528,-0.70002639,-112.11244,-0.70002639,-112.11244
6629243867.8569,-0.69532788,-112.22263,-0.69532788,-112.22263
6629269608.1609,-0.70088106,-112.39436,-0.70088106,-112.39436
6629295348.4649,-0.69663173,-112.49359,-0.69663173,-112.49359
6629321088.7689,-0.7016474,-112.62468,-0.7016474,-112.62468
6629346829.0729,-0.70737958,-112.78529,-0.70737958,-112.78529
6629372569.3769,-0.7040602,-112.92216,-0.7040602,-112.92216
6629398309.6809,-0.70764041,-113.02049,-0.70764041,-113.02049
6629424049.9849,-0.70580846,-113.13316,-0.70580846,-113.13316
6629449790.2889,-0.71083021,-113.28423,-0.71083021,-113.28423
6629475530.5929,-0.71070707,-113.44946,-0.71070707,-113.44946
6629501270.8969,-0.71998882,-113.53972,-0.71998882,-113.53972
6629527011.2009,-0.7161209,-113.67403,-0.7161209,-113.67403
6629552751.5049,-0.71704775,-113.8234,-0.71704775,-113.8234
6629578491.8089,-0.7253145,-113.94913,-0.7253145,-113.94913
6629604232.1129,-0.72180927,-114.08624,-0.72180927,-114.08624
6629629972.4169,-0.723203,-114.18328,-0.723203,-114.18328
6629655712.7209,-0.71793914,-114.31443,-0.71793914,-114.31443
6629681453.0249,-0.72266614,-114.467,-0.72266614,-114.467
6629707193.3289,-0.7337659,-114.63167,-0.7337659,-114.63167
6629732933.633,-0.73334938,-114.76273,-0.73334938,-114.76273
6629758673.937,-0.73335701,-114.87798,-0.73335701,-114.87798
6629784414.241,-0.73852336,-115.03067,-0.73852336,-115.03067
6629810154.545,-0.7390309,-115.19119,-0.7390309,-115.19119
6629835894.849,-0.73970455,-115.28912,-0.73970455,-115.28912
6629861635.153,-0.74312258,-115.44219,-0.74312258,-115.44219
6629887375.457,-0.74695253,-115.58561,-0.74695253,-115.58561
6629913115.761,-0.75298285,-115.76646,-0.75298285,-115.76646
6629938856.065,-0.7454657,-115.88969,-0.7454657,-115.88969
6629964596.369,-0.75131637,-116.00372,-0.75131637,-116.00372
6629990336.673,-0.75640613,-116.09726,-0.75640613,-116.09726
6630016076.977,-0.75265956,-116.26266,-0.75265956,-116.26266
6630041817.281,-0.75858468,-116.40482,-0.75858468,-116.40482
6630067557.585,-0.76204199,-116.51487,-0.76204199,-116.51487
6630093297.889,-0.76476455,-116.68638,-0.76476455,-116.68638
6630119038.193,-0.76181591,-116.8255,-0.76181591,-116.8255
6630144778.497,-0.77019835,-116.98107,-0.77019835,-116.98107
6630170518.801,-0.76895535,-117.07955,-0.76895535,-117.07955
6630196259.105,-0.77740735,-117.24092,-0.77740735,-117.24092
6630221999.4091,-0.76569724,-117.33107,-0.76569724,-117.33107
6630247739.7131,-0.77800179,-117.48508,-0.77800179,-117.48508
6630273480.0171,-0.77616602,-117.6206,-0.77616602,-117.6206
6630299220.3211,-0.78960705,-117.77219,-0.78960705,-117.77219
6630324960.6251,-0.79388344,-117.90165,-0.79388344,-117.90165
6630350700.9291,-0.79645836,-118.04498,-0.79645836,-118.04498
6630376441.2331,-0.79614615,-118.19932,-0.79614615,-118.19932
6630402181.5371,-0.79335201,-118.31512,-0.79335201,-118.31512
6630427921.8411,-0.79326129,-118.49169,-0.79326129,-118.49169
6630453662.1451,-0.78815579,-118.6188,-0.78815579,-118.6188
6630479402.4491,-0.80607218,-118.78422,-0.80607218,-118.78422
6630505142.7531,-0.80905604,-118.8803,-0.80905604,-118.8803
6630530883.0571,-0.80507004,-119.0652,-0.80507004,-119.0652
6630556623.3611,-0.81421834,-119.19751,-0.81421834,-119.19751
6630582363.6651,-0.81450093,-119.32338,-0.81450093,-119.32338
6630608103.9691,-0.80691653,-119.46385,-0.80691653,-119.46385
6630633844.2731,-0.81555712,-119.59944,-0.81555712,-119.59944
6630659584.5771,-0.81666136,-119.7338,-0.81666136,-119.7338
6630685324.8811,-0.81691629,-119.89164,-0.81691629,-119.89164
6630711065.1852,-0.82704967,-120.01402,-0.82704967,-120.01402
6630736805.4892,-0.82280868,-120.17733,-0.82280868,-120.17733
6630762545.7932,-0.83156967,-120.31164,-0.83156967,-120.31164
6630788286.0972,-0.83179855,-120.45674,-0.83179855,-120.45674
6630814026.4012,-0.8262825,-120.62853,-0.8262825,-120.62853
6630839766.7052,-0.83194965,-120.75928,-0.83194965,-120.75928
6630865507.0092,-0.8364616,-120.91173,-0.8364616,-120.91173
6630891247.3132,-0.83642304,-121.07246,-0.83642304,-121.07246
6630916987.6172,-0.8395952,-121.19363,-0.8395952,-121.19363
6630942727.9212,-0.84372467,-121.34726,-0.84372467,-121.34726
6630968468.2252,-0.84360301,-121.48535,-0.84360301,-121.48535
6630994208.5292,-0.85168386,-121.66836,-0.85168386,-121.66836
6631019948.8332,-0.84467226,-121.75688,-0.84467226,-121.75688
6631045689.1372,-0.85014057,-121.90398,-0.85014057,-121.90398
6631071429.4412,-0.85435444,-122.08897,-0.85435444,-122.08897
6631097169.7452,-0.85095578,-122.23541,-0.85095578,-122.23541
6631122910.0492,-0.85286444,-122.37257,-0.85286444,-122.37257
6631148650.3532,-0.8524366,-122.53043,-0.8524366,-122.53043
6631174390.6572,-0.86620969,-122.65607,-0.86620969,-122.65607
6631200130.9613,-0.85977691,-122.81677,-0.85977691,-122.81677
6631225871.2653,-0.86443478,-122.9559,-0.86443478,-122.9559
6631251611.5693,-0.86660028,-123.11766,-0.86660028,-123.11766
6631277351.8733,-0.86435705,-123.27087,-0.86435705,-123.27087
6631303092.1773,-0.87263143,-123.41904,-0.87263143,-123.41904
6631328832.4813,-0.86971807,-123.56144,-0.86971807,-123.56144
6631354572.7853,-0.86748523,-123.72934,-0.86748523,-123.72934
6631380313.0893,-0.87564874,-123.8366,-0.87564874,-123.8366
6631406053.3933,-0.872114,-123.9721,-0.872114,-123.9721
6631431793.6973,-0.87561357,-124.16578,-0.87561357,-124.16578
6631457534.0013,-0.87651998,-124.30555,-0.87651998,-124.30555
6631483274.3053,-0.88367081,-124.45923,-0.88367081,-124.45923
6631509014.6093,-0.88513434,-124.5561,-0.88513434,-124.5561
6631534754.9133,-0.88444597,-124.76208,-0.88444597,-124.76208
6631560495.2173,-0.89624727,-124.91342,-0.89624727,-124.91342
6631586235.5213,-0.89101201,-125.05709,-0.89101201,-125.05709
6631611975.8253,-0.89293486,-125.175,-0.89293486,-125.175
6631637716.1293,-0.89185494,-125.43689,-0.89185494,-125.43689
6631663456.4333,-0.89718473,-125.51757,-0.89718473,-125.51757
6631689196.7374,-0.9011336,-125.65868,-0.9011336,-125.65868
6631714937.0414,-0.90302879,-125.81059,-0.90302879,-125.81059
6631740677.3454,-0.90663111,-125.97978,-0.90663111,-125.97978
6631766417.6494,-0.90821248,-126.1142,-0.90821248,-126.1142
6631792157.9534,-0.90532041,-126.27228,-0.90532041,-126.27228
6631817898.2574,-0.91187501,-126.41711,-0.91187501,-126.41711
6631843638.5614,-0.91256291,-126.58134,-0.91256291,-126.58134
6631869378.8654,-0.90831906,-126.74486,-0.90831906,-126.74486
6631895119.1694,-0.92079312,-126.87482,-0.92079312,-126.87482
6631920859.4734,-0.91753358,-127.04014,-0.91753358,-127.04014
6631946599.7774,-0.9270817,-127.20971,-0.9270817,-127.20971
6631972340.0814,-0.91884029,-127.38789,-0.91884029,-127.38789
6631998080.3854,-0.92829931,-127.53899,-0.92829931,-127.53899
6632023820.6894,-0.93162882,-127.66055,-0.93162882,-127.66055
6632049560.9934,-0.93354893,-127.77908,-0.93354893,-127.77908
6632075301.2974,-0.94656181,-127.95589,-0.94656181,-127.95589
6632101041.6014,-0.92664784,-128.12271,-0.92664784,-128.12271
6632126781.9054,-0.94047576,-128.32983,-0.94047576,-128.32983
6632152522.2094,-0.94082934,-128.44521,-0.94082934,-128.44521
6632178262.5135,-0.93762094,-128.60178,-0.93762094,-128.60178
6632204002.8175,-0.95062995,-128.73758,-0.95062995,-128.73758
6632229743.1215,-0.94676465,-128.88948,-0.94676465,-128.88948
6632255483.4255,-0.95357007,-129.05688,-0.95357007,-129.05688
6632281223.7295,-0.9566803,-129.22891,-0.9566803,-129.22891
6632306964.0335,-0.95635664,-129.39957,-0.95635664,-129.39957
6632332704.3375,-0.95094055,-129.57088,-0.95094055,-129.57088
6632358444.6415,-0.96220791,-129.6964,-0.96220791,-129.6964
6632384184.9455,-0.9557637,-129.88744,-0.9557637,-129.88744
6632409925.2495,-0.97064835,-130.04543,-0.97064835,-130.04543
6632435665.5535,-0.96210063,-130.15572,-0.96210063,-130.15572
6632461405.8575,-0.96678841,-130.30466,-0.96678841,-130.30466
6632487146.1615,-0.97648484,-130.47781,-0.97648484,-130.47781
6632512886.4655,-0.97345465,-130.6456,-0.97345465,-130.6456
6632538626.7695,-0.97327393,-130.83369,-0.97327393,-130.83369
6632564367.0735,-0.98116249,-130.95428,-0.98116249,-130.95428
6632590107.3775,-0.98094255,-131.12895,-0.98094255,-131.12895
6632615847.6815,-0.98249632,-131.27544,-0.98249632,-131.27544
6632641587.9855,-0.98933595,-131.4554,-0.98933595,-131.4554
6632667328.2895,-0.97988623,-131.64995,-0.97988623,-131.64995
6632693068.5936,-0.99656665,-131.75241,-0.99656665,-131.75241
6632718808.8976,-0.9964807,-131.97469,-0.9964807,-131.97469
6632744549.2016,-1.0007054,-132.08864,-1.0007054,-132.08864
6632770289.5056,-1.0026047,-132.24547,-1.0026047,-132.24547
6632796029.8096,-0.99514192,-132.42467,-0.99514192,-132.42467
6632821770.1136,-0.99614078,-132.57997,-0.99614078,-132.57997
6632847510.4176,-1.0039973,-132.73029,-1.0039973,-132.73029
6632873250.7216,-1.0086336,-132.91483,-1.0086336,-132.91483
6632898991.0256,-1.0099876,-133.11328,-1.0099876,-133.11328
6632924731.3296,-1.0099105,-133.24542,-1.0099105,-133.24542
6632950471.6336,-1.0104024,-133.42815,-1.0104024,-133.42815
6632976211.9376,-1.0173329,-133.58897,-1.0173329,-133.58897
6633001952.2416,-1.0162861,-133.72067,-1.0162861,-133.72067
6633027692.5456,-1.0191728,-133.92416,-1.0191728,-133.92416
6633053432.8496,-1.0165958,-134.06781,-1.0165958,-134.06781
6633079173.1536,-1.0259105,-134.22775,-1.0259105,-134.22775
6633104913.4576,-1.0285487,-134.37881,-1.0285487,-134.37881
6633130653.7616,-1.0292813,-134.56071,-1.0292813,-134.56071
6633156394.0656,-1.0284454,-134.75877,-1.0284454,-134.75877
6633182134.3697,-1.0263659,-134.90897,-1.0263659,-134.90897
6633207874.6737,-1.0384746,-135.0374,-1.0384746,-135.0374
6633233614.9777,-1.0339259,-135.17439,-1.0339259,-135.17439
6633259355.2817,-1.0346268,-135.35516,-1.0346268,-135.35516
6633285095.5857,-1.0427837,-135.5752,-1.0427837,-135.5752
6633310835.8897,-1.0368,-135.73238,-1.0368,-135.73238
6633336576.1937,-1.0423796,-135.8824,-1.0423796,-135.8824
6633362316.4977,-1.0443474,-136.05984,-1.0443474,-136.05984
6633388056.8017,-1.0511414,-136.25658,-1.0511414,-136.25658
6633413797.1057,-1.0471104,-136.39738,-1.0471104,-136.39738
6633439537.4097,-1.0563743,-136.56096,-1.0563743,-136.56096
6633465277.7137,-1.0516868,-136.7529,-1.0516868,-136.7529
6633491018.0177,-1.055482,-136.87476,-1.055482,-136.87476
6633516758.3217,-1.0584283,-137.09756,-1.0584283,-137.09756
6633542498.6257,-1.0587553,-137.26065,-1.0587553,-137.26065
6633568238.9297,-1.0562816,-137.45567,-1.0562816,-137.45567
6633593979.2337,-1.0594939,-137.60812,-1.0594939,-137.60812
6633619719.5377,-1.0644584,-137.8055,-1.0644584,-137.8055
6633645459.8417,-1.0766149,-137.91193,-1.0766149,-137.91193
6633671200.1458,-1.0697279,-138.11511,-1.0697279,-138.11511
6633696940.4498,-1.0720659,-138.27951,-1.0720659,-138.27951
6633722680.7538,-1.0760481,-138.47298,-1.0760481,-138.47298
6633748421.0578,-1.0722449,-138.64575,-1.0722449,-138.64575
6633774161.3618,-1.0823051,-138.7979,-1.0823051,-138.7979
6633799901.6658,-1.0743083,-138.99706,-1.0743083,-138.99706
6633825641.9698,-1.0830929,-139.16193,-1.0830929,-139.16193
6633851382.2738,-1.0813892,-139.35753,-1.0813892,-139.35753
6633877122.5778,-1.0782039,-139.50684,-1.0782039,-139.50684
6633902862.8818,-1.0900596,-139.69705,-1.0900596,-139.69705
6633928603.1858,-1.0903002,-139.85329,-1.0903002,-139.85329
6633954343.4898,-1.0898141,-140.01898,-1.0898141,-140.01898
6633980083.7938,-1.0954657,-140.19908,-1.0954657,-140.19908
6634005824.0978,-1.1002786,-140.37842,-1.1002786,-140.37842
6634031564.4018,-1.0967923,-140.5094,-1.0967923,-140.5094
6634057304.7058,-1.0961605,-140.71468,-1.0961605,-140.71468
6634083045.0098,-1.1043426,-140.88898,-1.1043426,-140.88898
6634108785.3138,-1.1031042,-141.04353,-1.1031042,-141.04353
6634134525.6178,-1.11063,-141.2448,-1.11063,-141.2448
6634160265.9219,-1.1015137,-141.42088,-1.1015137,-141.42088
6634186006.2259,-1.1183056,-141.57042,-1.1183056,-141.57042
6634211746.5299,-1.1193417,-141.79089,-1.1193417,-141.79089
6634237486.8339,-1.115051,-141.98981,-1.115051,-141.98981
6634263227.1379,-1.1248624,-142.15541,-1.1248624,-142.15541
6634288967.4419,-1.1197631,-142.30501,-1.1197631,-142.30501
6634314707.7459,-1.1220572,-142.47188,-1.1220572,-142.47188
6634340448.0499,-1.1320858,-142.67104,-1.1320858,-142.67104
6634366188.3539,-1.1302284,-142.87184,-1.1302284,-142.87184
6634391928.6579,-1.1260959,-143.01662,-1.1260959,-143.01662
6634417668.9619,-1.1402062,-143.2038,-1.1402062,-143.2038
6634443409.2659,-1.1373365,-143.35014,-1.1373365,-143.35014
6634469149.5699,-1.1444556,-143.5257,-1.1444556,-143.5257
6634494889.8739,-1.140834,-143.76396,-1.140834,-143.76396
6634520630.1779,-1.1395805,-143.88844,-1.1395805,-143.88844
6634546370.4819,-1.1487218,-144.1218,-1.1487218,-144.1218
6634572110.7859,-1.1486359,-144.27188,-1.1486359,-144.27188
6634597851.0899,-1.1465461,-144.49663,-1.1465461,-144.49663
6634623591.3939,-1.1520858,-144.63232,-1.1520858,-144.63232
6634649331.698,-1.1574918,-144.85037,-1.1574918,-144.85037
6634675072.002,-1.1532904,-145.04411,-1.1532904,-145.04411
6634700812.306,-1.159633,-145.17136,-1.159633,-145.17136
6634726552.61,-1.1559137,-145.3772,-1.1559137,-145.3772
6634752292.914,-1.1683675,-145.54628,-1.1683675,-145.54628
6634778033.218,-1.1663008,-145.76913,-1.1663008,-145.76913
6634803773.522,-1.1648312,-145.95348,-1.1648312,-145.95348
6634829513.826,-1.1753918,-146.14548,-1.1753918,-146.14548
6634855254.13,-1.1792114,-146.28809,-1.1792114,-146.28809
6634880994.434,-1.1832234,-146.48247,-1.1832234,-146.48247
6634906734.738,-1.1771454,-146.67471,-1.1771454,-146.67471
6634932475.042,-1.1776919,-146.8288,-1.1776919,-146.8288
6634958215.346,-1.173609,-147.00096,-1.173609,-147.00096
6634983955.65,-1.184361,-147.19484,-1.184361,-147.19484
6635009695.954,-1.1895694,-147.40852,-1.1895694,-147.40852
6635035436.258,-1.18566,-147.60141,-1.18566,-147.60141
6635061176.562,-1.1986809,-147.75919,-1.1986809,-147.75919
6635086916.866,-1.1969199,-147.93542,-1.1969199,-147.93542
6635112657.17,-1.1923417,-148.11079,-1.1923417,-148.11079
6635138397.4741,-1.197841,-148.33925,-1.197841,-148.33925
6635164137.7781,-1.2031685,-148.49063,-1.2031685,-148.49063
6635189878.0821,-1.1987311,-148.71458,-1.1987311,-148.71458
6635215618.3861,-1.2061409,-148.86418,-1.2061409,-148.86418
6635241358.6901,-1.2089306,-149.05765,-1.2089306,-149.05765
6635267098.9941,-1.206472,-149.22429,-1.206472,-149.22429
6635292839.2981,-1.2107618,-149.44888,-1.2107618,-149.44888
6635318579.6021,-1.212002,-149.64627,-1.212002,-149.64627
6635344319.9061,-1.2159832,-149.80943,-1.2159832,-149.80943
6635370060.2101,-1.2194232,-150.0174,-1.2194232,-150.0174
6635395800.5141,-1.2225491,-150.15891,-1.2225491,-150.15891
6635421540.8181,-1.2251842,-150.35585,-1.2251842,-150.35585
6635447281.1221,-1.2201725,-150.54724,-1.2201725,-150.54724
6635473021.4261,-1.2192919,-150.74933,-1.2192919,-150.74933
6635498761.7301,-1.2236224,-150.95422,-1.2236224,-150.95422
6635524502.0341,-1.2306567,-151.12778,-1.2306567,-151.12778
6635550242.3381,-1.2291868,-151.30862,-1.2291868,-151.30862
6635575982.6421,-1.2333239,-151.53178,-1.2333239,-151.53178
6635601722.9461,-1.2410828,-151.71048,-1.2410828,-151.71048
6635627463.2502,-1.2370944,-151.86121,-1.2370944,-151.86121
6635653203.5542,-1.2312406,-152.06676,-1.2312406,-152.06676
6635678943.8582,-1.2437999,-152.27592,-1.2437999,-152.27592
6635704684.1622,-1.236932,-152.46815,-1.236932,-152.46815
6635730424.4662,-1.24702,-152.64696,-1.24702,-152.64696
6635756164.7702,-1.2508738,-152.854,-1.2508738,-152.854
6635781905.0742,-1.2540964,-153.00978,-1.2540964,-153.00978
6635807645.3782,-1.2629313,-153.22095,-1.2629313,-153.22095
6635833385.6822,-1.253396,-153.40178,-1.253396,-153.40178
6635859125.9862,-1.2535595,-153.55257,-1.2535595,-153.55257
6635884866.2902,-1.2573454,-153.79213,-1.2573454,-153.79213
6635910606.5942,-1.2650334,-153.93401,-1.2650334,-153.93401
6635936346.8982,-1.259662,-154.18433,-1.259662,-154.18433
6635962087.2022,-1.2640356,-154.35364,-1.2640356,-154.35364
6635987827.5062,-1.256824,-154.55927,-1.256824,-154.55927
6636013567.8102,-1.2676407,-154.74429,-1.2676407,-154.74429
6636039308.1142,-1.2731375,-154.94377,-1.2731375,-154.94377
6636065048.4182,-1.2730455,-155.13437,-1.2730455,-155.13437
6636090788.7222,-1.272305,-155.34268,-1.272305,-155.34268
6636116529.0263,-1.2678117,-155.52979,-1.2678117,-155.52979
6636142269.3303,-1.2774402,-155.72992,-1.2774402,-155.72992
6636168009.6343,-1.2787931,-155.88583,-1.2787931,-155.88583
6636193749.9383,-1.289253,-156.13472,-1.289253,-156.13472
6636219490.2423,-1.2985277,-156.28294,-1.2985277,-156.28294
6636245230.5463,-1.2901061,-156.52441,-1.2901061,-156.52441
6636270970.8503,-1.2921928,-156.67119,-1.2921928,-156.67119
6636296711.1543,-1.2961526,-156.88011,-1.2961526,-156.88011
6636322451.4583,-1.2975808,-157.06738,-1.2975808,-157.06738
6636348191.7623,-1.2991362,-157.27319,-1.2991362,-157.27319
6636373932.0663,-1.3018459,-157.41656,-1.3018459,-157.41656
6636399672.3703,-1.306914,-157.66574,-1.306914,-157.66574
6636425412.6743,-1.3097115,-157.84401,-1.3097115,-157.84401
6636451152.9783,-1.3059851,-158.04185,-1.3059851,-158.04185
6636476893.2823,-1.3075705,-158.25711,-1.3075705,-158.25711
6636502633.5863,-1.3176312,-158.40643,-1.3176312,-158.40643
6636528373.8903,-1.3091302,-158.65155,-1.3091302,-158.65155
6636554114.1943,-1.3290952,-158.82585,-1.3290952,-158.82585
6636579854.4983,-1.3278161,-158.99962,-1.3278161,-158.99962
6636605594.8024,-1.3231186,-159.2509,-1.3231186,-159.2509
6636631335.1064,-1.3248153,-159.44746,-1.3248153,-159.44746
6636657075.4104,-1.3280717,-159.65973,-1.3280717,-159.65973
6636682815.7144,-1.3333949,-159.80499,-1.3333949,-159.80499
6636708556.0184,-1.3389339,-160.02136,-1.3389339,-160.02136
6636734296.3224,-1.3419729,-160.22484,-1.3419729,-160.22484
6636760036.6264,-1.3458029,-160.45801,-1.3458029,-160.45801
6636785776.9304,-1.344664,-160.59952,-1.344664,-160.59952
6636811517.2344,-1.3499447,-160.80685,-1.3499447,-160.80685
6636837257.5384,-1.3431866,-161.05267,-1.3431866,-161.05267
6636862997.8424,-1.3457896,-161.23015,-1.3457896,-161.23015
6636888738.1464,-1.36412,-161.43187,-1.36412,-161.43187
6636914478.4504,-1.357675,-161.60963,-1.357675,-161.60963
6636940218.7544,-1.3484536,-161.76996,-1.3484536,-161.76996
6636965959.0584,-1.354398,-162.01259,-1.354398,-162.01259
6636991699.3624,-1.361452,-162.19176,-1.361452,-162.19176
6637017439.6664,-1.3642313,-162.42995,-1.3642313,-162.42995
6637043179.9704,-1.3627952,-162.58427,-1.3627952,-162.58427
6637068920.2744,-1.3622999,-162.79677,-1.3622999,-162.79677
6637094660.5785,-1.370569,-163.02699,-1.370569,-163.02699
6637120400.8825,-1.375531,-163.15936,-1.375531,-163.15936
6637146141.1865,-1.3709555,-163.4035,-1.3709555,-163.4035
6637171881.4905,-1.3776969,-163.64476,-1.3776969,-163.64476
6637197621.7945,-1.3730278,-163.85831,-1.3730278,-163.85831
6637223362.0985,-1.3874619,-164.04109,-1.3874619,-164.04109
6637249102.4025,-1.3797567,-164.2244,-1.3797567,-164.2244
6637274842.7065,-1.3904587,-164.42908,-1.3904587,-164.42908
6637300583.0105,-1.3834647,-164.63718,-1.3834647,-164.63718
6637326323.3145,-1.3899232,-164.81654,-1.3899232,-164.81654
6637352063.6185,-1.392755,-165.0352,-1.392755,-165.0352
6637377803.9225,-1.3953364,-165.23055,-1.3953364,-165.23055
6637403544.2265,-1.3964895,-165.46909,-1.3964895,-165.46909
6637429284.5305,-1.3944377,-165.6387,-1.3944377,-165.6387
6637455024.8345,-1.3983597,-165.88496,-1.3983597,-165.88496
6637480765.1385,-1.3971765,-166.03802,-1.3971765,-166.03802
6637506505.4425,-1.4057559,-166.25386,-1.4057559,-166.25386
6637532245.7465,-1.4122663,-166.44247,-1.4122663,-166.44247
6637557986.0505,-1.4080263,-166.67815,-1.4080263,-166.67815
6637583726.3546,-1.4047263,-166.91866,-1.4047263,-166.91866
6637609466.6586,-1.4119818,-167.08742,-1.4119818,-167.08742
6637635206.9626,-1.4193208,-167.32542,-1.4193208,-167.32542
6637660947.2666,-1.4173207,-167.50603,-1.4173207,-167.50603
6637686687.5706,-1.4107268,-167.71794,-1.4107268,-167.71794
6637712427.8746,-1.4221623,-167.92134,-1.4221623,-167.92134
6637738168.1786,-1.4201734,-168.0934,-1.4201734,-168.0934
6637763908.4826,-1.4207172,-168.36957,-1.4207172,-168.36957
6637789648.7866,-1.4206419,-168.52792,-1.4206419,-168.52792
6637815389.0906,-1.4275637,-168.74994,-1.4275637,-168.74994
6637841129.3946,-1.4267662,-168.95787,-1.4267662,-168.95787
6637866869.6986,-1.4254081,-169.1674,-1.4254081,-169.1674
6637892610.0026,-1.4342971,-169.34708,-1.4342971,-169.34708
6637918350.3066,-1.4406196,-169.56528,-1.4406196,-169.56528
6637944090.6106,-1.4408122,-169.73997,-1.4408122,-169.73997
6637969830.9146,-1.4407195,-169.98741,-1.4407195,-169.98741
6637995571.2186,-1.438284,-170.15512,-1.438284,-170.15512
6638021311.5226,-1.4488921,-170.37659,-1.4488921,-170.37659
6638047051.8266,-1.4448167,-170.63609,-1.4448167,-170.63609
6638072792.1307,-1.450779,-170.8333,-1.450779,-170.8333
6638098532.4347,-1.4463112,-170.9839,-1.4463112,-170.9839
6638124272.7387,-1.4499861,-171.20236,-1.4499861,-171.20236
6638150013.0427,-1.4480842,-171.43327,-1.4480842,-171.43327
6638175753.3467,-1.4463607,-171.63596,-1.4463607,-171.63596
6638201493.6507,-1.4470203,-171.84535,-1.4470203,-171.84535
6638227233.9547,-1.4554824,-172.03848,-1.4554824,-172.03848
6638252974.2587,-1.4515162,-172.26999,-1.4515162,-172.26999
6638278714.5627,-1.4592849,-172.45244,-1.4592849,-172.45244
6638304454.8667,-1.462965,-172.70184,-1.462965,-172.70184
6638330195.1707,-1.4603573,-172.84001,-1.4603573,-172.84001
6638355935.4747,-1.4717155,-173.10362,-1.4717155,-173.10362
6638381675.7787,-1.4768447,-173.27834,-1.4768447,-173.27834
6638407416.0827,-1.4757166,-173.4969,-1.4757166,-173.4969
6638433156.3867,-1.4637994,-173.73486,-1.4637994,-173.73486
6638458896.6907,-1.4733651,-173.93573,-1.4733651,-173.93573
6638484636.9947,-1.472247,-174.11533,-1.472247,-174.11533
6638510377.2987,-1.4768443,-174.33449,-1.4768443,-174.33449
6638536117.6027,-1.4826297,-174.57251,-1.4826297,-174.57251
6638561857.9068,-1.4754418,-174.74997,-1.4754418,-174.74997
6638587598.2108,-1.482952,-175.00217,-1.482952,-175.00217
6638613338.5148,-1.4857887,-175.20934,-1.4857887,-175.20934
6638639078.8188,-1.4916761,-175.39828,-1.4916761,-175.39828
6638664819.1228,-1.4930317,-175.61069,-1.4930317,-175.61069
6638690559.4268,-1.4841024,-175.76279,-1.4841024,-175.76279
6638716299.7308,-1.499689,-175.98561,-1.499689,-175.98561
6638742040.0348,-1.486046,-176.20444,-1.486046,-176.20444
6638767780.3388,-1.4991757,-176.4212,-1.4991757,-176.4212
6638793520.6428,-1.4897047,-176.64259,-1.4897047,-176.64259
6638819260.9468,-1.504225,-176.84859,-1.504225,-176.84859
6638845001.2508,-1.4988357,-177.07692,-1.4988357,-177.07692
6638870741.5548,-1.4983579,-177.23891,-1.4983579,-177.23891
6638896481.8588,-1.50477,-177.48917,-1.50477,-177.48917
6638922222.1628,-1.5137901,-177.71098,-1.5137901,-177.71098
6638947962.4668,-1.5109425,-177.92453,-1.5109425,-177.92453
6638973702.7708,-1.5041248,-178.12546,-1.5041248,-178.12546
6638999443.0748,-1.5109292,-178.3145,-1.5109292,-178.3145
6639025183.3788,-1.508834,-178.56491,-1.508834,-178.56491
6639050923.6829,-1.5161145,-178.77391,-1.5161145,-178.77391
